Gachibowli, | , Gachibowli Stadium Heliport-1, Gachibowli, Hyderabad, Telangana
Necklace Road, | , Necklace Road, MS Maqta, Khairtabad, Hyderabad, Telangana
Necklace Road, | , Necklace Road MMTS Station, Hussain Sagar, Khairtabad, Hyderabad, Telangana
Necklace Road, | , Necklace Road, Hussain Nagar Colony, B.S Maqta, Hussain Sagar, Begumpet, Hyderabad, Telangana
Neredmet, | , Neredmet Old PS X Roads, Keshawa Nagar, Bank Colony, Neredmet, Secunderabad, Telangana
Neredmet, | , Neredmet Cross Road, Balaji Residency, J.J. Nagar, Sainikpuri, Secunderabad, Telangana
Neredmet, | , Neredmet Police Station, Neredmet Cross Road, Sapthagiri Colony, J.J. Nagar, Sainikpuri, Secunderabad, Telangana
Neredmet, | , Neredmet X Road, Gandhi Nagar, AVM Residency, Gandhi Nagar, A. S. Rao Nagar, Secunderabad, Telangana
Neredmet, | , Neredmet, Secunderabad, Telangana
Neredmet Cross Road, | , Cross Road End Lane, Unnamed Road, J K Nagar Colony, Neredmet, Secunderabad, Telangana
Neredmet Cross Road, | , Old Neredmet Masjid Cross Street, Adarsh Nagar Colony, Vivekanandapuram, Neredmet, Secunderabad, Telangana
Neredmet Cross Road, | , Neredmet Cross Road, Balaji Residency, J.J. Nagar, Sainikpuri, Secunderabad, Telangana
New Bowenpally, | , Our Lady of Mount Carmel Church,New Bowenpally, Behind Mount, New Bowenpally, Balanagar, Secunderabad, Telangana
New Bowenpally, | , New Bowenpally Masjid, Unnamed Road, Sowjanya Colony, Bowenpally, Secunderabad, Telangana
New Bowenpally, | , New Bowenpally Market, All Saints Road, Anjaiah Nagar, Bowenpally, Secunderabad, Telangana
New Bowenpally, | , New Bowenpally, Sowjanya Colony, Bowenpally, Secunderabad, Telangana
New Bowenpally, | , New Bowenpally, Bowenpally, Secunderabad, Telangana
New Boyiguda, | , New Bhoiguda 3rd Lane, Old Ghasmandi, Bhoiguda, Secunderabad, Telangana
New Boyiguda, | , New Bhoiguda Road, M.I.G.H colony, New Bhoiguda, Bhoiguda, Secunderabad, Telangana
New Boyiguda, | , New Bhoiguda 2nd Lane, Parsigutta, Bhoiguda, Secunderabad, Telangana
New Boyiguda, | , New Bhoiguda Timber Depot Lane, M.I.G.H colony, Old Ghasmandi, Bhoiguda, Secunderabad, Telangana
New Boyiguda, | , New Bhoiguda, Bhoiguda, Hyderabad, Telangana
New Malakpet, | , New Royal Banquet Hall, Afzal Nagar, Malakpet Extension, Old Malakpet, Hyderabad, Telangana
New Malakpet, | , New Coaching Centre, Saleem Nagar Colony, Malakpet Extension, Old Malakpet, Hyderabad, Telangana
New Malakpet, | , New Malakpet Football Ground and Park, Malakpet Road, Kala Dera, Malakpet, Hyderabad, Telangana
New Malakpet, | , New Malakpet, Anand Nagar Colony, Khairtabad, Hyderabad, Telangana
New Malakpet, | , New Malakpet, Hyderabad, Telangana
New Nagole, | , New Nagole, Samatapuri Colony, Kothapet, Hyderabad, Telangana
New Nagole, | , New Nagole Bus Stop, New Nagole Main Road, Maa Residency, New Nagole Colony, Chandrapuri Colony, Kothapet, Hyderabad, Telangana
New Nagole, | , New Nagole Colony, Habsiguda, Hyderabad, Telangana
New Nagole, | , New Nagole Main Road, Mohan Nagar, Srinivas Colony, Srinagar Colony, Kothapet, Hyderabad, Telangana
New Nagole, | , New Nagole Colony, Snehapuri Colony, Kothapet, Hyderabad, Telangana
New Nallakunta, | , Nallakunta, Nallakunta Main Road, New Nallakunta, Hyderabad, Telangana
New Nallakunta, | , New Nallakunta Post Office, Ramalayam St, Prashanti Nagar, New Nallakunta, Hyderabad, Telangana
New Nallakunta, | , New Nallakunta, New SBH Colony, Himayatnagar, Hyderabad, Telangana
New Nallakunta, | , New Nallakunta Main Road, Sri Ram Nagar, AP Housing Board, Bagh Lingampally, New Nallakunta, Hyderabad, Telangana
New Nallakunta, | , New Nallakunta, Hyderabad, Telangana
New Osmangunj, | , New Osmangunj, Jam Bagh, Hyderabad, Telangana
Nimboliadda, | , Nimboli Adda, Kachiguda, Hyderabad, Telangana
Nimboliadda, | , Nimboliadda, Tirmala Arcade, Nimboli Adda, Kachiguda, Hyderabad, Telangana
Nimboliadda, | , Nimboliadda Gupchup Shop, Kachiguda Station Road, Chappal Bazar, Kachiguda, Hyderabad, Telangana
Nimboliadda, | , Nimboliadda Road, Jamal Basti, Mothi Market, Kachiguda, Hyderabad, Telangana
Nimboliadda, | , Nimboliadda, Kachiguda, Hyderabad, Telangana
Nizam Shahi Road, | , Gandhi Bhavan, Nizam Shahi Road, Gruhkalpa, Abids South, Abids, Hyderabad, Telangana
Nizam Shahi Road, | , Gandhi Bhavan, Nizam Shahi Road, Patel Nagar, Ghosha Mahal North, Nampally, Hyderabad, Telangana
Nizam Shahi Road, | , Nizam Shahi Road, Feelkhana, Hyderabad, Telangana
Nizam Shahi Road, | , Nizam Shahi Road, APHB Colony, Chandra Vihar, Old Kattal Mandi, Nampally, Hyderabad, Telangana
Nizamabad, | , Nizamabad Railway Guest House, Barkatpura, Nizamabad, Telangana
Nizamabad, | , Nizamabad Village, Telangana
Nizamabad, | , Nizamabad Bus Stand, Kumar Gali, Nizamabad, Telangana
Nizamabad, | , Nizamabad, Telangana
Nizampet, | , Nizampet, Telangana
Nizampet, | , Nizampet Gram Panchayat Office, Vasanth Nagar Colony, Nizampet, Hyderabad, Telangana
Nizampet, | , Nizampet Road, Jai Bharat Nagar, Nandamuri Nagar, Vasantha Nagar, Kukatpally, Hyderabad, Telangana
Nizampet, | , Nizampet Cross Road, Nagarjuna Homes, Kukatpally, Hyderabad, Telangana
Nizampet, | , Nizampet, Hyderabad, Telangana
Nizampet Road, | , Road Number 9-I, Bandari Layout, Vasanth Nagar Colony, Nizampet, Hyderabad, Telangana
Nizampet Road, | , Road Number 10, Bandari Layout, Vasanth Nagar Colony, Nizampet, Hyderabad, Telangana
Nizampet Road, | , Nizampet Road, Nizampet Road, Jai Bharat Nagar, Hyder Nagar, Nagarjuna Homes, Kukatpally, Hyderabad, Telangana
Nizampet Road, | , Nizampet Road, Jai Bharat Nagar, Nandamuri Nagar, Vasantha Nagar, Kukatpally, Hyderabad, Telangana
Noor Khan Bazar, | , Noor Cafe, Near Noorkhan Bazar Road, Sultanpura, Noorkhan Bazaar, Malakpet, Hyderabad, Telangana
Noor Khan Bazar, | , Chatta Bazar Government School, Noor Khan Bazar Road, Sultanpura, Imlibun, Malakpet, Hyderabad, Telangana
Noor Khan Bazar, | , Noorkhan Bazar Chaman, Noorkhan Bazaar, Malakpet, Hyderabad, Telangana
Noor Khan Bazar, | , Noor Khan Bazar Road, Sultanpura, Imlibun, Malakpet, Hyderabad, Telangana
Noor Khan Bazar, | , Noor Khan Bazar, Malakpet, Hyderabad, Telangana
Old Alwal, | , Old Alwal Pond, Janaki Nagar, Alwal, Secunderabad, Telangana
Old Alwal, | , Old Alwal PlayGround, 133 division, Old Alwal Road, Mangapuram Colony, Meenakshi Estate, Alwal, Secunderabad, Telangana
Old Alwal, | , Old Alwal Road, Om Sri Sai Nagar Colony, Cityzen Colony, Bhavani Nagar, Alwal, Secunderabad, Telangana
Old Alwal, | , Old Alwal Road, New Reddy Enclave, Surya Nagar, Alwal, Secunderabad, Telangana
Old Alwal, | , Old Alwal, Alwal, Secunderabad, Telangana
Old Bowenpally, | , Old Bowenpally Park, Mallikarjuna Colony, Mallikarjuna Nagar, Old Bowenpally, Secunderabad, Telangana
Old Bowenpally, | , OLD BOWENPALLY, Gori Nagar, Bhavani Nagar, Old Bowenpally, Secunderabad, Telangana
Old Bowenpally, | , Old Bowenpally Circle, Yadireddy Colony, Mallikarjuna Nagar, Old Bowenpally, Secunderabad, Telangana
Old Bowenpally, | , Old Bowenpally Cross Road, Yadireddy Colony, Vikrant Residency, Sai Krishna Colony, Old Bowenpally, Secunderabad, Telangana
Old Bowenpally, | , Old Bowenpally, Secunderabad, Telangana
Old Boyiguda, | , Old Bhoiguda, Rani Gunj, Hyderabad, Telangana
Old Ghasmandi, | , OLd Ghas Mandi, Dhoolpet, Hyderabad, Telangana
Old Ghasmandi, | , Old Ghasmandi, Bhoiguda, Hyderabad, Telangana
Old Jail Street, | , Old Jail Street, Pot Market, Maruthi Veedhi, Shivaji Nagar, Secunderabad, Telangana
Old Malakpet, | , Old Malakpet, Ranibagh, Dhobi Galli, Old Malakpet, Hyderabad, Telangana
Old Malakpet, | , Old Malakpet Post Office, Andhra Colony, New Malakpet, Hyderabad, Telangana
Old Malakpet, | , Govt Jr. College For Boys Old Malakpet, Andhra Colony, New Malakpet, Hyderabad, Telangana
Old Malakpet, | , Old Malakpet Government Junior College, Andhra Colony, New Malakpet, Hyderabad, Telangana
Old Malakpet, | , Old Malakpet, Hyderabad, Telangana
Osmangunj, | , Osmangunj, National Highway 44, Shankar Bagh, Gaffar Hussain Complex, Malakunta, Feelkhana, Hyderabad, Telangana
Osmangunj, | , Osmangunj, Osmangunj, Jam Bagh, Hyderabad, Telangana
Osmangunj, | , Osmangunj Masjid, National Highway 65, Osmangunj, Jam Bagh, Hyderabad, Telangana
Osmangunj, | , Osmangunj Ginger Garlic Market, Osmangunj, Koti, Hyderabad, Telangana
Osmangunj, | , Osmangunj, Jam Bagh, Hyderabad, Telangana
Osmania University, | , Osmania University Teachers Colony, Sainikpuri, Secunderabad, Telangana
Osmania University, | , Osmania University PG College, Sardar Patel Road, Paigah Colony, Secunderabad, Telangana
Osmania University, | , Osmania University, Amberpet, Hyderabad, Telangana
Osmania University, | , Osmania University College for Women, Koti Main Road, Esamiya Bazaar, Essamiya Bazaar, Kachiguda, Hyderabad, Telangana
Osmania University, | , Osmania University, Osmania University Main Road, Amberpet, Hyderabad, Telangana
Padma Rao Nagar, | , Padmarao Nagar Post Office, Bapuji Nagar, MIGH Colony, Walker Town, Padmarao Nagar, Secunderabad, Telangana
Padma Rao Nagar, | , Padmarao Nagar Main Park, Phase 1, MIGH Colony, Walker Town, Padmarao Nagar, Secunderabad, Telangana
Padma Rao Nagar, | , ICICI Bank Padmarao Nagar, Hyderabad - Branch & ATM, Madhuranagar, Kummari Guda, Padmarao Nagar, Hyderabad, Telangana
Padma Rao Nagar, | , Andhra bank of Padma Rao nagar, Madi bavi, Swatantra Colony, Padmarao Nagar, Hyderabad, Telangana
Padma Rao Nagar, | , Padmarao Nagar, Hyderabad, Telangana
Palika Bazar, | , Palika Bazar, Botiguda, Shivaji Nagar, Secunderabad, Telangana
Pan Bazar, | , Pan Bazar Road, Pan Bazar, Old Gudi, Old Bhoiguda, Rani Gunj, Secunderabad, Telangana
Pan Bazar, | , Pan Bazar, Old Gudi, Old Bhoiguda, Rani Gunj, Secunderabad, Telangana
Panjagutta, | , Panjagutta Traffic Signal, Punjagutta Officers Colony, Punjagutta, Hyderabad, Telangana
Panjagutta, | , Panjagutta, Nagarjuna Circle Road, Mothi Nagar, Dwarakapuri, Punjagutta, Hyderabad, Telangana
Panjagutta, | , Panjagutta Traffic Police Station, Dwarakapuri, Punjagutta, Hyderabad, Telangana
Panjagutta, | , Panjagutta Police Station, Greenlands Road, Punjagutta Officers Colony, Punjagutta, Hyderabad, Telangana
Panjagutta, | , Panjagutta, Hyderabad, Telangana
Paradise, | , Paradise Secunderbad, Motilal Nehru Nagar, Begumpet, Hyderabad, Telangana
Paradise, | , Paradise Circle, Sandhu Apartment, Kalasiguda, Secunderabad, Telangana
Paradise Circle, | , Paradise Circle, Sappu Bagh Apaprtment, Jogani, Ramgopalpet, Hyderabad, Telangana
Paradise Circle, | , Paradise Circle, Sandhu Apartment, Kalasiguda, Secunderabad, Telangana
Parklane, | , Hotel Parklane, Sarojini Devi Road, Sandhu Apartment, Kalasiguda, Secunderabad, Telangana
Parklane, | , Park Lane, Sandhu Apartment, Kalasiguda, Secunderabad, Telangana
Parsigutta, | , Parsigutta Road, Gangaputra colony, Sanjeevipuram, Gangaputra Nagar, Hyderabad, Telangana
Parsigutta, | , Parsigutta, Warasiguda, Padmarao Nagar, Hyderabad, Telangana
Parsigutta, | , Parsigutta, Amber Nagar, Hyderabad, Telangana
Parsigutta, | , Parsigutta X Road, Parsigutta, Hyderabad, Telangana
Parsigutta, | , Parsigutta, Bhoiguda, Secunderabad, Telangana
Patancheru, | , Patancheru RTO, Nehru Outer Ring Rd, Patancheru, Hyderabad, Telangana
Patancheru, | , Patancheru Bus Terminal, Shanthi Nagar, Patancheru, Hyderabad, Telangana
Patancheru, | , Patancheru Industrial Area, Patancheru, Hyderabad, Telangana
Patancheru, | , Patancheru bus stand, Shanthi Nagar, Patancheru, Hyderabad, Telangana
Patancheru, | , Patancheru, Hyderabad, Telangana
Patel Market, | , Patel Market, Hira Moti Complex, Charminar, Ghansi Bazaar, Hyderabad, Telangana
Patel Market, | , Patel Market, Rikab Gunj, Ghansi Bazaar, Hyderabad, Telangana
Pathargatti, | , Pathar Gatti, Hyderabad, Telangana
Patny, | , Patny, Gandhi Nagar, Nehru Nagar Colony, West Marredpally, Secunderabad, Telangana
Patny, | , Patny Bus Stop(Karkhana), NCC Ground, Gunrock Enclave, Secunderabad, Telangana
Patny, | , Patny Flyover, Gandhi Nagar, Krishna Complex, West Marredpally, Secunderabad, Telangana
Patny, | , Patny Center, Clock Tower Second Bazaar Area, Maruthi Veedhi, Shivaji Nagar, Secunderabad, Telangana
Patny, | , Patny Centre , Secunderabad, Sarojini Devi Road, Krishna Complex, Kalasiguda, Secunderabad, Telangana
Penderghast Road, | , Penderghast Road No 3 Street, Jogani, Ramgopalpet, Hyderabad, Telangana
Penderghast Road, | , Penderghast Road, Innovation Colony, Sappu Bagh Apaprtment, Jogani, Ramgopalpet, Hyderabad, Telangana
Picket, | , Picket Road, Sairam Colony, Vijaya Nagar Colony, West Marredpally, Secunderabad, Telangana
Picket, | , Picket, West Marredpally, Secunderabad, Telangana
Pot Market, | , Pot Market, Vimana Puri, Quthbullapur, Hyderabad, Telangana
Pot Market, | , Pot Market Jewellers Association, Station Road, Ashok Nagar, Monda Market, Shivaji Nagar, Secunderabad, Telangana
Pot Market, | , Pot Market, Market Street, Pot Market, Monda Market, Takara Basthi, Secunderabad, Telangana
Pot Market, | , Pot Market, Monda Market, Shivaji Nagar, Hyderabad, Telangana
Pragathi Nagar, | , Pragathi Nagar, Ramanthapur, Hyderabad, Telangana
Pragathi Nagar, | , Pragathi Nagar Cheruvu, Hyderabad, Telangana
Pragathi Nagar, | , Pragathi Nagar, Kukatpally, Hyderabad, Telangana
Pragathi Nagar, | , Pragathi Nagar, Hyderabad, Telangana
Prakash Nagar, | , Prakash Nagar, Begumpet, Hyderabad, Telangana
Prasanth Nagar, | , Prashanth Nagar Court, APIIC Road, IDA Kukatpally, Kukatpally, Hyderabad, Telangana
Prasanth Nagar, | , Prashanth Nagar, Mythri Nagar, Kukatpally, Hyderabad, Telangana
Purana Pul, | , Purana Pul, Hyderabad, Telangana
Purani Haveli, | , Purani Haveli, Purani Haveli, Pathar Gatti, Hyderabad, Telangana
Purani Haveli, | , Purani Haveli Road, Zehra Nagar Colony, Purani Haveli, Pathar Gatti, Hyderabad, Telangana
Purani Haveli, | , Purani Haveli, Nizam Colony, Redhills, Hyderabad, Telangana
Purani Haveli, | , Purani Haveli, Pathar Gatti, Hyderabad, Telangana
Putli Bowli, | , Putlibowli Post Office, Sultan Bazar Road, Badi Chowdi, Kachiguda, Hyderabad, Telangana
Putli Bowli, | , Putlibowli Road, Poosal Basthi, Kishan Gunj, Jam Bagh, Hyderabad, Telangana
Putli Bowli, | , Putlibowli, Jam Bagh, Hyderabad, Telangana
R R District, | , R R District Court Judges Residential Complex, Sri Shankar Colony, Sri Sai Tarun Enclave, L. B. Nagar, Hyderabad, Telangana
R R District, | , R.R. District, Telangana
Raj Bhavan Road, | , Raj Bhavan Road, Raj Bhavan Quarters Colony, Somajiguda, Hyderabad, Telangana
Rajendra Nagar, | , Rajendra Nagar, Hyderabad, Telangana
Ram Nagar, | , Ram Nagar, Hyderabad, Telangana
Ram Nagar X Road, | , sree sitharama medical shop , ramnagar x road , vst main road, Ram Nagar Main Road, Musheerabad, Zamistanpur, Bharat Nagar, Hyderabad, Telangana
Ram Nagar X Road, | , Ramnagar Cross Roads, Ram Nagar, Hyderabad, Telangana
Ramachandra Puram, | , Ramachandra Puram, Hyderabad, Telangana
Ramakrishna Puram, | , Ramakrishnapuram, L. B. Nagar, Hyderabad, Telangana
Ramakrishna Puram, | , Ramakrishnapuram, L. B. Nagar, Hyderabad, Telangana
Ramakrishna Puram Road, | , Road Number 4, Income Tax Colony, Ramakrishnapuram, Kothapet, Hyderabad, Telangana
Ramakrishna Puram Road, | , Road Number 1, Haripuri Colony, Ramakrishnapuram, L. B. Nagar, Hyderabad, Telangana
Ramanthapur, | , Ramanthapur, Telangana
Ramanthapur, | , Ramanthapur TV Studio, Rahat Nagar, Amberpet, Hyderabad, Telangana
Ramanthapur, | , Ramanthapur, Hyderabad, Telangana
Ramgopalpet, | , Ramgopalpet Fire Station, Sappu Bagh Apaprtment, Paigah Colony, Ramgopalpet, Secunderabad, Telangana
Ramgopalpet, | , Ramgopalpet Road, Bhaskar Residency, Nallagutta, Ramgopalpet, Hyderabad, Telangana
Ramgopalpet, | , Ramgopalpet Road, Nallagutta, Ramgopalpet, Secunderabad, Telangana
Ramgopalpet, | , Ramgopalpet Police Station, Minister Road, Sindhi Colony, Begumpet, Hyderabad, Telangana
Ramgopalpet, | , Ramgopalpet, Hyderabad, Telangana
Ramkote, | , Ramkote Dental Clinic, Number 10th Road, Phase 1, IDA Jeedimetla, Chinthal, Jeedimetla, Hyderabad, Telangana
Ramnagar Gundu, | , Ramnagar Gundu, Vidya Nagar 8 Street, Vidya Nagar, Vittal Nagar, Adikmet, Hyderabad, Telangana
Ramnagar Gundu, | , Ram Nagar Gundu, Adikmet, Hyderabad, Telangana
Ramnagar Gundu, | , Ramnagar Gundu Road, TRT Colony, Ram Nagar, Bharat Nagar, Hyderabad, Telangana
Ramnagar Gundu, | , Ramnagar Gundu, Vidya Nagar, Adikmet, Hyderabad, Telangana
Ramnagar Gundu, | , Ramnagar Gundu, Adikmet, Hyderabad, Telangana
Ranga Reddy Nagar, | , Nagarguda, Ranga Reddy, Telangana
Ranga Reddy Nagar, | , Nagaram X Road, Aravind Nagar, Nagaram, Secunderabad, Ranga Reddy, Telangana
Ranga Reddy Nagar, | , Ranga Reddy Nagar, Shamshabad, Hyderabad, Telangana
Ranga Reddy Nagar, | , Nagaram, Secunderabad, Ranga Reddy, Telangana
Ranga Reddy Nagar, | , Ranga Reddy Nagar, Chenna Reddy Nagar, Hyderabad, Telangana
Ranigunj, | , Ranigunj, Minister Road, Bapu Bagh Colony, Begumpet, Hyderabad, Telangana
Ranigunj, | , Ranigunj Bus Depot, Mahatma Gandhi Road, Karbala Maidan, Rani Gunj, Secunderabad, Telangana
Ranigunj, | , Ranigunj, Hyderabad, Telangana
Rashtrapathi Road, | , Rashtra Pathi Road, Dharur, Telangana
Rashtrapathi Road, | , Rashtrapati Road, Nala Bazar, Pot Market, Maruthi Veedhi, Shivaji Nagar, Secunderabad, Telangana
Rasoolpura, | , Rasoolpura, Gun Bazar, Rasoolpura, Hyderabad, Telangana
Rasoolpura, | , Rasoolpura, Hyderabad, Telangana
Red Hills, | , Red Hills, Lakdikapul, Hyderabad, Telangana
Regimental Bazar, | , REGIMENTAL BAZAR SCOOL CO-ED, Regimental Bazaar, Shivaji Nagar, Secunderabad, Telangana
Regimental Bazar, | , Regimental Bazar Main Road, Regimental Bazaar, Shivaji Nagar, Secunderabad, Telangana
Regimental Bazar, | , Regimental Bazar, Shivaji Nagar, Hyderabad, Telangana
Rethi Bowli, | , Rethibowli Community Hall, P & T Colony, Mehdipatnam, Hyderabad, Telangana
Rethi Bowli, | , Rethibowli, Dilshad Nagar Colony, Mehdipatnam, Hyderabad, Telangana
Rethi Bowli, | , Rethi Bowli Road, Laxmi Nagar, Khader Bagh, Dilshad Nagar Colony, Mehdipatnam, Hyderabad, Telangana
Rethi Bowli, | , Rethibowli Bus Stop, Mehdipatnam, Hyderabad, Telangana
Rethi Bowli, | , Rethibowli, Mehdipatnam, Hyderabad, Telangana
Rikabgunj, | , GPS Rikabgunj (ASSIST), Chow Mohalla, Pathar Gatti, Hyderabad, Telangana
Rikabgunj, | , Rikab Gunj, Ghansi Bazaar, Hyderabad, Telangana
Risala Bazar, | , Risala Bazar Road, Bajrang Nagar Colony, Bolarum, Secunderabad, Telangana
Risala Bazar, | , Risala Bazar, Golconda Fort, Hyderabad, Telangana
Risala Bazar, | , Risala Bazar, Baban Guda, Bolarum, Secunderabad, Telangana
Rtc Colony, | , RTC Colony, Hayathnagar, Hyderabad, Telangana
Rtc Colony, | , RTC Colony, L. B. Nagar, Hyderabad, Telangana
Rtc Colony, | , R.T.C. Colony, Moula Ali, Secunderabad, Telangana
Rtc Colony, | , RTC Colony, Trimulgherry, Secunderabad, Telangana
RTC X Road, | , R.T.C X Road / Bus Bhawan, Chikkadpally, New Nallakunta, Hyderabad, Telangana
RTC X Road, | , Rtc X Roads, Chikkadpally, New Nallakunta, Hyderabad, Telangana
RTC X Road, | , R.T.C X Road, Musheerabad Main Road, Sweta Enclave, Jawahar Nagar, Kavadiguda, Hyderabad, Telangana
RTC X Road, | , RTC X Roads Metro Station, Musheerabad Main Road, Musheerabad, Zamistanpur, Hyderabad, Telangana
RTC X Road, | , RTC X Road, Himayatnagar, Hyderabad, Telangana
S D Road, | , S.D.Road, Vallabh Nagar, Mahbubnagar, Telangana
S D Road, | , S.D. Road, Sandhu Apartment, Kalasiguda, Secunderabad, Telangana
S P Road, | , S.P. Road Anand Theatre, Sardar Patel Road, Paigah Colony, Secunderabad, Telangana
S R Nagar, | , error', "UnicodeEncodeErrorascii', u'S.R. Nagar (North) \\u0b95\\u0bc1\\u0bb4\\u0ba8\\u0bcd\\u0ba4\\u0bc8\\u0b95\\u0bb3\\u0bcd \\u0bb5\\u0bbf\\u0bb3\\u0bc8\\u0baf\\u0bbe\\u0b9f\\u0bcd\\u0b9f\\u0bc1 \\u0ba4\\u0bbf\\u0b9f\\u0bb2\\u0bcd, SR Nagar, Periyandipalayam, Tiruppur, Tamil Nadu', 19, 29, 'ordinal not in range(128)")
